      0.00      0.00   3920.00   1880.00   5000.00   3780.00   4830.00   3800.00   3700.00   5520.00   4960.00   5010.00   3810.00   3040.00   4660.00   3400.00      0.00      0.00
      0.00      0.00   3780.00   5910.00   4010.00   4570.00   2490.00   5990.00   4410.00   4500.00   4410.00   3440.00   4730.00   3390.00   4380.00   5650.00      0.00      0.00
      0.00      0.00   5120.00   3610.00   4370.00   5200.00   4670.00   4000.00   5070.00   3560.00   5000.00   2480.00   4910.00   3470.00   5090.00   4840.00      0.00      0.00
      0.00      0.00   5420.00   4060.00   3750.00   4150.00   4500.00   3900.00   3880.00   3770.00   3930.00   2050.00   5030.00   3640.00   5000.00   5310.00      0.00      0.00
      0.00      0.00   4000.00   4430.00   4410.00   3820.00   3440.00   4640.00   3820.00   4510.00   3050.00   3110.00   4960.00   4000.00   4040.00   4170.00      0.00      0.00
      0.00      0.00   2940.00   4920.00   4740.00   5310.00   2140.00   3890.00   4350.00   3920.00   4160.00   3890.00   4160.00   3610.00   4220.00   1140.00      0.00      0.00
      0.00      0.00   5020.00   5380.00   5360.00   5530.00   4530.00   4440.00   4610.00   3480.00   3960.00   3440.00   2250.00   1580.00   5070.00   5240.00      0.00      0.00
      0.00      0.00   3700.00   5410.00   4210.00   4200.00   2990.00   4330.00   4560.00   3800.00   3550.00   4220.00   4650.00   5210.00   4030.00   4940.00      0.00      0.00
      0.00      0.00   5620.00   3510.00   5000.00   4450.00   3730.00   4620.00   3570.00   4550.00   3750.00   3660.00   4450.00   5770.00   4700.00   4500.00      0.00      0.00
      0.00      0.00   4900.00   5060.00   3180.00   4490.00   2780.00   4560.00   3450.00   4550.00   3250.00   3510.00   4600.00   5020.00   3350.00   2010.00      0.00      0.00
      0.00      0.00   4710.00   3800.00   4460.00   3100.00   3450.00   5160.00   2990.00   1240.00   4240.00   2810.00   4030.00   5200.00   5050.00   4520.00      0.00      0.00
      0.00      0.00   3520.00   3160.00   3360.00   4740.00   4190.00   5420.00   5350.00   5250.00   3770.00   4300.00   5080.00   4300.00   5210.00   5580.00      0.00      0.00
      0.00      0.00   3020.00   4100.00   2300.00   3690.00   4040.00   3210.00   2850.00   1260.00   5990.00   2970.00   4000.00   1240.00   4210.00   4350.00      0.00      0.00
      0.00      0.00   3290.00   5010.00   4290.00   2640.00   4060.00   3040.00   3560.00   4030.00   4990.00   3810.00   5450.00   3970.00   3830.00   3590.00      0.00      0.00
      0.00      0.00   2750.00   1410.00   3450.00   4040.00   2320.00   4050.00   5800.00   5310.00   2990.00   4330.00   3040.00   5030.00   4130.00   3950.00      0.00      0.00
      0.00      0.00   5680.00   4000.00   4620.00   5600.00   4320.00   5070.00   5300.00   5040.00   5220.00   5080.00   5620.00   3930.00   4860.00   4180.00      0.00      0.00
      0.00      0.00   3700.00   4290.00   4190.00   4450.00   5300.00   4310.00   3010.00   2900.00   4900.00   5040.00   4090.00   3910.00   4510.00   5040.00      0.00      0.00
      0.00      0.00   2020.00   5460.00   5380.00   5230.00   5160.00   3980.00   4060.00   5600.00   2270.00   3600.00   3560.00   5540.00   2990.00   2220.00      0.00      0.00
