   1.6908189e+00   1.6774688e+00   1.6507706e+00   1.6093069e+00   1.5523178e+00   1.4798094e+00   1.3926036e+00   1.2923341e+00   1.1813930e+00   1.0628550e+00   9.4041229e-01   8.1838031e-01   7.0182720e-01   5.9682138e-01   5.1052620e-01   4.5022251e-01   4.2002938e-01   4.1685432e-01   4.3064966e-01   4.4933528e-01   4.6310917e-01   4.6597498e-01   4.5586135e-01   4.3463671e-01   4.0836782e-01   3.8739711e-01   3.8457019e-01   4.0984197e-01   4.6490555e-01   5.4433841e-01   6.4067948e-01   7.4744331e-01   8.5944233e-01   9.7224014e-01   1.0817819e+00   1.1844179e+00   1.2771916e+00   1.3581808e+00   1.4267168e+00   1.4833788e+00   1.5297362e+00   1.5678974e+00   1.5999617e+00   1.6275137e+00   1.6512699e+00   1.6709543e+00   1.6853871e+00   1.6927315e+00
   1.5296044e+00   1.6260949e+00   1.7010327e+00   1.7481206e+00   1.7612801e+00   1.7358453e+00   1.6701426e+00   1.5666723e+00   1.4322037e+00   1.2765148e+00   1.1100646e+00   9.4134744e-01   7.7482285e-01   6.1022334e-01   4.4363921e-01   2.7004980e-01   1.1645353e-01   2.5328027e-01   4.5165463e-01   6.3623371e-01   7.7990861e-01   8.5458198e-01   8.3852564e-01   7.2473092e-01   5.2916890e-01   3.1463714e-01   3.0790181e-01   4.8518864e-01   6.5294037e-01   0.0000000e+00   0.0000000e+00   6.5907591e-01   6.1934315e-01   7.1021410e-01   9.0749438e-01   1.1224239e+00   1.2936433e+00   1.3929078e+00   1.4143232e+00   1.3679693e+00   1.2758291e+00   1.1690652e+00   1.0848842e+00   1.0565750e+00   1.0951619e+00   1.1844864e+00   1.2987816e+00   1.4179106e+00
   7.6277984e-01   8.0457116e-01   9.6521057e-01   1.1933444e+00   1.4329545e+00   1.6390543e+00   1.7797726e+00   1.8436717e+00   1.8429744e+00   1.8057147e+00   1.7596712e+00   1.7182719e+00   1.6772782e+00   1.6207539e+00   1.5283457e+00   1.3798876e+00   1.1659933e+00   9.4438123e-01   7.0714832e-01   6.4551327e-01   8.9793889e-01   1.2082786e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6805974e-01   3.2251179e-01   7.2361366e-01   1.2198880e+00   1.5483621e+00   1.6847566e+00   1.6590467e+00   1.5320298e+00   1.3701178e+00   1.2217160e+00   1.1124705e+00   1.0509782e+00   1.0213470e+00   9.8602940e-01   9.1755053e-01   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2883502e+00   2.5040586e+00   2.6427074e+00   2.7509407e+00   2.8348949e+00   2.8769364e+00   2.8644494e+00   2.7971861e+00   2.6790336e+00   2.5086427e+00   2.2649252e+00   1.9110118e+00   1.5020752e+00   1.3409882e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4514573e+00   1.2394387e+00   1.3793239e+00   1.6728685e+00   1.9005701e+00   1.9887401e+00   1.9936130e+00   2.0258340e+00   2.1249199e+00   2.2156481e+00   2.2269920e+00   2.1801982e+00   2.1084848e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6773086e+00   3.5176618e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6549477e+00   2.3198109e+00   1.8911722e+00   1.6583603e+00   1.5848947e+00   0.0000000e+00   0.0000000e+00   1.6759290e+00   1.9236724e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4951584e+00   2.9590057e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4560212e+00   8.4815841e-01   1.3006968e+00   2.3658645e+00   0.0000000e+00   0.0000000e+00   3.4209149e+00   3.8132690e+00   3.3609513e+00   2.3488128e+00   1.4407459e+00   9.1230170e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7437139e+00   2.9456440e+00   1.8197614e+00   1.4472683e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9851122e+00   1.9698857e+00   1.7991729e+00   1.9613784e+00   3.0974345e+00   4.1813791e+00   4.4196683e+00   3.7781633e+00   2.6239982e+00   1.4924055e+00   6.4639052e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.3199486e+00   3.4290525e+00   2.4737785e+00   1.7746520e+00   2.0437397e+00   2.6503343e+00   2.9583045e+00   3.0056068e+00   3.0779719e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2016078e+00   1.5062241e+00   1.7867048e+00   1.9646694e+00   1.9512226e+00   1.9571333e+00   1.6226757e+00   1.1784475e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0094402e+00   2.9641065e+00   4.0745639e+00   4.7178594e+00   4.6636717e+00   4.2167878e+00   3.8918443e+00   3.5515481e+00   3.0011091e+00   2.7272212e+00   2.8216101e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7971371e+00   3.2930480e+00   3.5013373e+00   3.4693227e+00   3.6156520e+00   3.2633726e+00   2.3672894e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8265461e+00   3.4318394e+00   4.2965127e+00   5.3646291e+00   6.2778771e+00   6.5461450e+00   6.1076065e+00   5.3881949e+00   4.6528976e+00   3.9426995e+00   3.1787756e+00   2.4414504e+00   2.1752372e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7475224e+00   3.9886090e+00   5.5678727e+00   6.5471685e+00   6.4672215e+00   5.7983916e+00   4.6301222e+00   3.1502200e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
