 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 3575.57 3575.57 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 3008.34 1737.90 1737.90 1737.90 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 3575.57    0.00    0.00 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52    0.00  174.75 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52    0.00    0.00  174.75 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 3575.57    0.00    0.00  174.75 3575.57 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 3008.34    0.00    0.00    0.00 3575.57 4234.52 4234.52 2099.73 2099.73 2099.73    0.00 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 3008.34    0.00    0.00    0.00 3575.57 4234.52 3575.57  557.80  557.80  557.80    0.00 3008.34 3008.34 4234.52 4234.52
 4234.52 4234.52 4234.52 3575.57    0.00    0.00    0.00 3575.57 4234.52 4234.52    0.00    0.00    0.00    0.00 3575.57 3575.57 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52    0.00    0.00    0.00    0.00 3575.57 4234.52    0.00    0.00    0.00    0.00 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52    0.00    0.00  283.85 2520.05 4234.52    0.00    0.00    0.00 3575.57 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52    0.00  174.75  283.85 2099.73 4234.52    0.00    0.00    0.00 3575.57 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52    0.00  174.75  283.85 1158.31    0.00    0.00    0.00 1158.31 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52    0.00  174.75  174.75    0.00    0.00    0.00  410.58 1158.31 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52    0.00  174.75  174.75    0.00    0.00    0.00  410.58 1426.43 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52    0.00    0.00    0.00    0.00    0.00    0.00 1426.43 4234.52 4234.52 4234.52 4234.52 4234.52
 4234.52 4234.52 4234.52 4234.52 4234.52 4234.52    0.00    0.00    0.00    0.00 4234.52 3575.57 2520.05 3575.57 4234.52 4234.52 4234.52 4234.52
