   2.1892177e+00   2.1692621e+00   2.1806785e+00   2.1289912e+00   2.0286828e+00   2.0299188e+00   2.2538656e+00   2.5633858e+00   2.7813986e+00   2.8293593e+00   2.8186788e+00   2.7041101e+00   2.5118316e+00   2.3723156e+00   2.4248225e+00   2.4492406e+00   2.3966263e+00   2.3024581e+00
   1.8031731e+00   1.8436832e+00   1.8099342e+00   1.8090726e+00   1.6635356e+00   1.8116415e+00   2.1405013e+00   2.4416893e+00   2.5543492e+00   2.5084155e+00   2.4662728e+00   2.3666018e+00   2.1948526e+00   1.9094419e+00   1.9188333e+00   1.8369072e+00   1.8519686e+00   1.8685071e+00
   5.7197770e+00   5.8868307e+00   6.1220471e+00   5.7429549e+00   5.8444283e+00   5.7974149e+00   5.5850055e+00   5.9611232e+00   6.7616514e+00   7.3747898e+00   7.4413906e+00   7.1541855e+00   6.7708438e+00   6.4805859e+00   6.4049439e+00   6.3574323e+00   6.1888472e+00   5.8689625e+00
   4.8583006e+00   4.7716075e+00   4.8254000e+00   4.6856913e+00   4.5309310e+00   0.0000000e+00   0.0000000e+00   5.2183618e+00   5.3416375e+00   5.5392679e+00   5.4870393e+00   5.1803437e+00   4.9566065e+00   5.1276128e+00   5.3995400e+00   5.4659222e+00   5.3404849e+00   5.1065866e+00
   2.1630760e+00   2.0652657e+00   1.6641061e+00   1.9110373e+00   2.3716998e+00   0.0000000e+00   1.9577471e+00   1.8860352e+00   2.0903743e+00   2.2817761e+00   2.4203730e+00   2.2933069e+00   2.2110051e+00   2.1636674e+00   2.2904538e+00   2.2320575e+00   2.1291370e+00   2.0987916e+00
   4.3722940e+00   4.0592601e+00   3.8412816e+00   4.5274104e+00   0.0000000e+00   0.0000000e+00   4.5687851e+00   4.0772248e+00   4.4485250e+00   4.8282492e+00   5.1081161e+00   4.9253994e+00   4.6538863e+00   4.5931132e+00   4.6214687e+00   4.6853809e+00   4.5988781e+00   4.4716043e+00
   2.8093448e+00   2.9003996e+00   3.8401753e+00   5.0536909e+00   0.0000000e+00   0.0000000e+00   4.1060809e+00   3.1522559e+00   2.9396633e+00   3.6526906e+00   3.8882621e+00   3.6511300e+00   3.6598607e+00   3.8487380e+00   3.6541732e+00   3.5510492e+00   3.3941002e+00   3.1392007e+00
   1.9760974e+00   2.7217290e+00   3.4120842e+00   3.4817914e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7979193e+00   1.4637249e+00   1.3646358e+00   2.1627438e+00   1.7777998e+00   2.1387554e+00   0.0000000e+00   1.7970163e+00   1.8319000e+00   1.8368352e+00   1.8394833e+00
   3.4746447e+00   4.1005409e+00   3.7553422e+00   2.3032891e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5658170e+00   3.4130336e+00   1.4622366e+00   1.9590870e+00   2.0202437e+00   1.9301888e+00   0.0000000e+00   1.3924879e+00   2.2109152e+00   2.5339758e+00   2.9538878e+00
   4.0278069e+00   4.2409276e+00   3.6521059e+00   2.8567492e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5682730e+00   4.7126341e+00   2.1091227e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7995286e+00   3.2744895e+00   3.4435933e+00   3.7271580e+00
   3.4754119e+00   3.2780787e+00   3.5768521e+00   4.9444165e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0028081e+00   3.1497329e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.4479828e+00   4.5386583e+00   4.1513449e+00   3.7140359e+00
   5.1497543e+00   4.3828098e+00   4.8701013e+00   6.4223954e+00   5.4218508e+00   0.0000000e+00   0.0000000e+00   3.9287840e+00   4.5031623e+00   4.9455037e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.5779047e+00   6.3417501e+00   6.7216097e+00   6.2080937e+00   5.5347983e+00
   5.9803257e+00   5.2738901e+00   4.7269204e+00   5.0938161e+00   4.8547782e+00   0.0000000e+00   4.6429726e+00   4.9458716e+00   4.8111440e+00   4.9432460e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.1741444e+00   6.6135552e+00   6.8496554e+00   6.6372158e+00   6.2863613e+00
   2.5463064e+00   2.3894665e+00   1.8689551e+00   1.9283476e+00   2.5612615e+00   0.0000000e+00   2.1652057e+00   2.2400918e+00   1.9495038e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8002578e+00   2.5646174e+00   2.7098339e+00   2.7982521e+00   2.8189537e+00   2.7113388e+00
   6.0924917e+00   5.7932272e+00   5.5452564e+00   6.1314797e+00   5.8353544e+00   0.0000000e+00   4.8198805e+00   4.7418747e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5872527e+00   3.8706416e+00   4.2108338e+00   5.0505168e+00   5.9547566e+00   6.3155034e+00   6.2593099e+00
   7.4784394e+00   7.2190950e+00   7.3162472e+00   7.5145451e+00   7.6622842e+00   0.0000000e+00   5.5976051e+00   5.4588129e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.2172872e+00   7.2344155e+00   7.9816824e+00   8.2832678e+00   8.6511993e+00   8.4745878e+00   7.9338979e+00
   2.6289815e+00   2.5058523e+00   2.4715431e+00   2.5940831e+00   2.3572181e+00   2.3208457e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6960842e+00   4.6174703e+00   4.2940131e+00   3.5623374e+00   3.0691472e+00   2.8637632e+00
   2.4104853e+00   2.2547845e+00   2.2279084e+00   2.3693176e+00   2.4089027e+00   2.1528895e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3203181e+00   1.3816010e+00   1.9153917e+00   2.5917154e+00   2.7853546e+00   2.7775255e+00   2.7683489e+00   2.6253902e+00
