  0.5061  0.5040  0.4990  0.4985  0.4932  0.4931  0.4962  0.4936  0.4960  0.4976  0.5016  0.5024  0.5030  0.4983  0.5070  0.5063  0.5064  0.5070
  0.3932  0.3922  0.4007  0.4524  0.4161  0.3922  0.3848  0.3922  0.3944  0.3922  0.3890  0.3942  0.3922  0.3898  0.3898  0.3907  0.3927  0.3942
  0.3257  0.3271  0.3302  0.3883  0.3570  0.3410  0.3495  0.3264  0.3327  0.3312  0.3250  0.3198  0.3219  0.3227  0.3252  0.3239  0.3235  0.3261
  0.2751  0.2764  0.2762  0.2880  0.2751  0.3303  0.3217  0.2519  0.2643  0.2688  0.2679  0.2659  0.2634  0.2647  0.2646  0.2686  0.2707  0.2735
  0.2461  0.2489  0.2439  0.2391  0.2187  0.2543  0.2304  0.2233  0.2346  0.2346  0.2340  0.2339  0.2305  0.2276  0.2325  0.2352  0.2388  0.2440
  0.2454  0.2434  0.2424  0.2168  0.2548  0.2746  0.2209  0.2302  0.2415  0.2424  0.2382  0.2373  0.2353  0.2356  0.2295  0.2387  0.2431  0.2455
  0.2351  0.2413  0.2384  0.2204  0.2880  0.2871  0.2544  0.2265  0.2269  0.2354  0.2366  0.2378  0.2231  0.2240  0.2354  0.2388  0.2403  0.2377
  0.2233  0.2209  0.2244  0.1994  0.2595  0.3075  0.3089  0.2221  0.2361  0.2349  0.2137  0.2169  0.2252  0.2864  0.2329  0.2319  0.2322  0.2284
  0.2179  0.2118  0.2195  0.2351  0.2783  0.2359  0.3138  0.2178  0.2290  0.2189  0.2180  0.1896  0.2224  0.2880  0.2393  0.2320  0.2241  0.2223
  0.2310  0.2311  0.2375  0.2458  0.2974  0.1964  0.2933  0.2270  0.2094  0.2334  0.3167  0.2924  0.2830  0.2657  0.2512  0.2698  0.2330  0.2332
  0.2330  0.2342  0.2271  0.2227  0.2517  0.2042  0.2895  0.3020  0.2330  0.2211  0.3109  0.3199  0.3157  0.2739  0.2128  0.2213  0.2308  0.2348
  0.2331  0.2305  0.2324  0.2243  0.1886  0.2748  0.2894  0.2849  0.2310  0.2151  0.3012  0.3030  0.3040  0.2558  0.2466  0.2370  0.2339  0.2343
  0.2457  0.2427  0.2401  0.2282  0.2054  0.2881  0.2460  0.2245  0.2183  0.1964  0.2959  0.2973  0.2881  0.2545  0.2394  0.2398  0.2442  0.2456
  0.2449  0.2477  0.2444  0.2377  0.2296  0.3027  0.2392  0.2216  0.2567  0.2975  0.2700  0.3093  0.2503  0.2602  0.2347  0.2362  0.2372  0.2424
  0.2722  0.2704  0.2745  0.2681  0.2793  0.3521  0.2583  0.2929  0.3858  0.3871  0.2958  0.2803  0.2516  0.2702  0.2825  0.2783  0.2730  0.2723
  0.3341  0.3306  0.3267  0.3214  0.3195  0.4274  0.3698  0.3890  0.4864  0.4762  0.4115  0.3679  0.3617  0.3519  0.3525  0.3503  0.3421  0.3376
  0.3936  0.3870  0.3806  0.3708  0.3773  0.4270  0.5012  0.5300  0.5581  0.5655  0.5420  0.5479  0.4910  0.4500  0.4287  0.4176  0.4063  0.3970
  0.5138  0.5091  0.5043  0.5056  0.5204  0.5665  0.6053  0.5966  0.6065  0.6161  0.5905  0.6149  0.5982  0.5397  0.5258  0.5195  0.5183  0.5177
