-START-OF-DATA-
0	-6.0
100.0	-6.0
9359.259259259257	-6.225714285714285
20470.37037037039	-6.402857142857142
42692.59259259253	-6.619999999999999
61211.11111111105	-6.9157142857142855
76025.92592592594	-7.152857142857142
90840.7407407407	-7.2871428571428565
101951.85185185184	-7.3
118618.51851851847	-7.188571428571428
124174.07407407412	-7.275714285714285
129729.6296296296	-7.348571428571428
135285.1851851851	-7.328571428571428
142692.5925925926	-7.297142857142856
148248.14814814812	-7.257142857142856
158433.33333333326	-7.3271428571428565
168618.5185185185	-7.345714285714285
177877.77777777778	-7.357142857142857
187137.03703703702	-7.212857142857143
194544.4444444444	-7.1899999999999995
222322.2222222222	-7.145714285714285
226025.92592592596	-7.211428571428571
229729.62962962955	-7.185714285714285
233433.3333333333	-7.197142857142857
235285.1851851852	-7.207142857142856
239914.81481481483	-7.224285714285714
248248.1481481481	-7.199999999999999
263062.962962963	-7.291428571428571
270470.37037037034	-7.27
279729.6296296296	-7.35
283433.3333333332	-7.411428571428571
287137.03703703696	-7.468571428571428
290470.37037037034	-7.5285714285714285
293803.70370370365	-7.578571428571428
297137.03703703696	-7.442857142857142
300100.0	-7.442857142857142
-END-OF-DATA-
