-45.93	-26.48	630	1	'KNR159-10GGC'
-78.18	25.98	654	1.9	'OCE205-106GGC'
-78.18	25.98	743	1.8	'OCE205-108GGC'
-12.77	52.15	749	1.3171	'GEOB6728-1_ISO'
-12.77	52.15	758	1.365	'GEOB6719-1'
-37.72	-3.67	767	0.9	'GeoB3104'
-76.55	32.94	775	NaN	'KNR140-68GGC'
-77.67	26.22	783	1.7	'OCE205-33GGC'
-46.84	-27.37	790	0.9	'KNR159-99GGC'
-11.5	29.25	796	1.48	'GIK16006-1'
-7.12	34.96	803	1.73	'GIK15666-6'
-17.8	21.25	812	1.2715	'GIK16017'
-17.03	-33.47	898	0.9	'V16-51'
-45.69	-26.39	898	0.6	'KNR159-153JPC'
-12.75	52.16	900	1.3293	'GeoB6718-2'
-76.41	32.99	900	1.5	'KNR140-63JPC'
-46.63	-27.27	936	0.7	'KNR159-38JPC'
-46.63	-27.25	938	0.8	'KNR159-37GGC'
-17.36	15.48	945	0.92	'GIK12345-5'
11.62	-20.4	965	0.33	'V19-258'
-78.07	26.07	965	1.4645	'OCE205-103GGC'
11.33	-5.2	1000	-0.1	'MG-237'
10	-4	1000	0.1167	'BT4'
-76.36	33	1005	NaN	'KNR140-61GGC'
-12.09	29.17	1024	1.37	'GIK15627-3'
-78.03	26.06	1057	1.5	'OCE205-100GGC'
-46.63	-27.35	1105	0.6	'KNR159-90GGC'
-46.63	-27.35	1108	0.4	'KNR159-105JPC'
-46.04	-27.89	1128	0.5	'KNR159-73GGC'
-15.85	57.51	1134	1.435	'ODP982'
-15.57	58.73	1139	1.54	'V29-198'
11.03	-19.87	1170	0.3	'V19-259'
-7.53	35.89	1177	1.31	'MD99-2339'
-77.85	26.94	1183	1.5	'OCE205-97JPC'
-7.82	35.97	1201	1.57	'LYII-13A'
-76.32	32.98	1205	NaN	'KNR140-59GGC'
-46.47	-27.25	1253	NaN	'KNR159-MC35E'
-46.47	-27.51	1268	0.56	'KNR159-5-36'
-61.24	12.09	1299	1.2388	'M35003-4'
-77.23	26.14	1320	1.35	'OCE205-7JPC'
-19	55	1326	1.58	'V29-193'
1	-42	1335	0.38	'TN057-20'
-13.23	28.89	1358	0.99	'GeoB4240'
15.31	-31.46	1372	0.39	'ODP1087'
-76.3	32.94	1400	1.3	'KNR140-56GGC'
-30.9	59.19	1416	1.7471	'SO82_5-2'
-7.58	34.91	1482	1.3	'GIK15670-5'
-19.76	54.96	1491	1.4542	'GIK23419'
-76.28	32.93	1495	NaN	'KNR140-54GGC'
-18.06	21.24	1500	0.9537	'GIK16030'
-10.65	29.98	1512	1.1467	'GIK16004'
5.57	3.52	1515	0.48	'KW-31'
-77.88	26.03	1535	1.5	'OCE205-117JPC'
-46.52	-27.7	1567	0.99	'RC16-119'
-46.5	-27.7	1604	NaN	'KNR159-MC15D'
-76.25	32.93	1605	NaN	'KNR140-53GGC'
-46.49	-27.7	1627	1	'KNR159-17JPC'
-24	61	1650	1.56	'ODP984'
-24.11	61.42	1653	1.5	'EW9302-14JPC'
12.36	-22.45	1683	0.39	'IOW226920-3'
13.99	-29.37	1713	0.57	'ODP1085'
-78.81	16.52	1750	1.2	'KNR64-5'
-19.43	58.63	1756	1.4	'BOFS14K'
-8.06	35.65	1765	1.0025	'GIK11944-2'
-76.12	32.78	1790	1.2	'KNR140-51GGC'
-46.43	-27.77	1796	NaN	'KNR159-MC130A'
-46.34	-27.49	1823	NaN	'KNR159-MC75'
-29.57	64.78	1855	1.165	'V28-14'
-18.18	54.31	1859	1.11	'GIK17048'
-39.9	-22.52	1890	0.9	'CAM-61PC'
-29.6	64.8	1893	1.3765	'GIK23519'
-76.24	32.75	1903	1.1	'KNR140-50GGC'
12.38	-23.32	1967	0.16	'GeoB1711-4'
-23.64	60.4	1984	0.97	'ODP983'
13.03	-25.51	1992	0.2025	'ODP1084B'
-20.35	55.19	2004	1.4	'BOFS11K'
-7.82	34.89	2022	0.8635	'GIK15669'
-20.87	57.18	2063	1.2	'V28-73'
-44.67	-26.95	2069	0.48	'V24-253'
-34.02	-8.53	2072	0.3	'GeoB2204-2'
13.56	-41.14	2082	0.255	'ODP1088'
-46.19	-27.56	2082	0.8	'KNR159-33GGC'
-46.19	-27.56	2082	0.7	'KNR159-34JPC'
-46.18	-27.56	2096	NaN	'KNR159-MC32H'
-76.13	32.74	2101	1.2	'KNR140-64GGC'
-76.13	32.74	2102	1.5	'KNR140-67JPC'
-17.75	23.14	2136	0.43	'GIK12379'
-28.23	43.37	2151	1.2	'CHN82-15'
-76.29	32.5	2155	NaN	'KNR140-66GGC'
-14.68	55.48	2161	0.9083	'NA87-22'
-14.7	55.49	2168	0.8175	'ODP980'
-20.29	53.54	2196	0.8533	'GIK23414-9'
-9.93	37.64	2200	0.56	'PO200-10-8'
9.19	-20.1	2209	-0.1	'GeoB1028-5'
-16.35	54.63	2209	0.7425	'CH73-139'
-76.38	32.38	2243	NaN	'KNR140-1JPC'
5.31	-24.03	2265	0.37	'GeoB1220'
-18.58	20.75	2274	0.495	'ODP658'
-31.99	56.16	2295	0.7967	'GIK17051'
-46.63	-27.76	2296	0.5	'KNR159-42JPC'
-23.22	56.04	2301	1.11	'DSDP552'
-30.65	2.31	2306	0.76	'GeoB1503-1'
-12.4	30.63	2324	0.584	'GeoB4216'
-35.66	-29.92	2340	0.71	'CHN115-70'
-11.04	-5.75	2374	0.44	'GeoB1113'
-16.83	54.25	2393	0.4075	'V23-81'
-76.29	32.23	2394	0.4	'KNR140-2JPC'
-43.33	-26.7	2438	0.56	'RC16-84'
-8.13	34.86	2460	0.612	'GIK15672'
-19.15	53.18	2472	0.5467	'GIK23415-9'
-32	40.05	2475	0.74	'SU90-03'
7.58	-46.76	2476	-0.33	'PS1754-3'
19.48	-36.27	2488	0.2514	'MD96-2080'
6.03	-22.91	2490	-0.01	'GeoB1032'
-18.01	18.07	2490	0.5	'GIK13289'
-45.88	-27.91	2504	0.31	'GeoB2109-1'
8.58	72.18	2525	1.08	'V27-60'
7.42	-46.88	2543	0.1978	'ODP704'
-27.06	48.22	2558	1.025	'GIK17055-1'
14.34	-30.87	2569	0.1	'GeoB2004-2'
-17	25	2573	0.31	'M12392'
-16.85	25.17	2573	0.3425	'GIK12392-1'
-17.86	15.83	2576	0.82	'GIK12347-1'
-76.07	32.02	2590	0.9	'KNR140-43GGC'
-32.29	37.11	2655	NAN	'KF09'
-21	61	2658	0.53	'V29-202'
8.88	-19.7	2675	0.12	'V29-135'
-20.94	4.73	2675	0.43	'GIK16453-2'
-31.84	37.58	2690	    NaN 	'KF13'
-6.55	69.37	2711	1.08	'PS1243-1'
-13.23	-46.1	2714	-0.96	'RC15-93'
-15.51	0.82	2764	0.3	'GIK16771-2'
-18.57	21.15	2778	0.3414	'GIK12328-5'
-0.73	63.52	2781	1.285	'HM52-43'
-27.89	55.47	2795	0.376	'GIK17050-1'
-43.49	4.34	2816	0.25	'KNR110-82'
-15.11	26.84	2820	0.27	'GIK12309-2'
-45.68	-28.87	2837	-0.2	'KNR159-113JPC'
17.54	-35.13	2840	0.05	'GeoB3603-2'
-20.33	52.55	2841	0.2975	'GIK23418-8'
-45.7	-28.87	2843	0.2	'KNR159-112GGC'
-12.71	-15.54	2845	0.54	'GeoB1417-1'
3.4	4.81	2861	0.4344	'GIK16856-2'
-19.85	5.67	2862	0.4867	'GIK13519-1'
1.12	66.6	2900	NaN	'V27-86'
-20.5	4.92	2931	0.64	'EN066-38'
-36.08	-30.92	2941	0.535	'CHN115-88'
-12.56	-3.56	2945	0.09	'GeoB1115-3'
-45.54	-28.64	2951	0.2	'KNR159-20JPC'
-75.42	31.68	2972	0.4	'KNR140-37JPC'
-13.99	-17.14	2974	0.64	'GeoB1905-3'
-75.42	31.67	2975	0.3	'KNR140-39GGC'
11.7	-23.43	2987	-0.2927	'GeoB1710-3'
-75.06	31.36	3007	NaN	'KNR140-36JPC'
-29.87	43.5	3020	0.7	'CHN825020'
-45.53	-28.74	3021	0.2	'KNR159-115GGC'
-43.49	4.2	3040	0.3667	'ODP925'
13.09	-29.17	3044	-0.08	'GeoB1721-1'
-26.54	44.36	3050	0.57	'GIK15612-2'
-17.66	9.17	3057	0.31	'GeoB9528-3'
-43.41	4.34	3063	0.34	'KNR110-75'
-30.66	43.47	3070	0.5333	'CHN82-24'
-18.72	23.5	3080	-0.07	'GIK12310-3/4'
-21.03	18.08	3082	0.33	'ODP659'
-20.87	4.38	3083	0.32	'CH71-07'
-21.08	18.43	3093	0.214	'V30-49'
-18.13	15.95	3094	NaN	'GIK12337-4'
-21.05	17.95	3100	0.19	'ALB-226'
13.28	-30.58	3103	0.05	'V19-240'
7.1	-21.88	3105	0.09	'GeoB1031-4'
-10.75	-5.78	3125	0.35	'GeoB1112-4'
-43.67	4.24	3129	0.4	'GeoB1515-1'
-14.49	-41.28	3134	-0.665	'PS2495-3'
-10.17	37.8	3146	0.225	'MD95-2042'
-10.17	37.8	3146	0.1748	'MD99-2334K'
-21.14	5.45	3152	0.37	'EN066-16'
-38.2	-30.88	3152	0.41	'CHN115-89'
-18.31	13.88	3156	0.07	'GIK13239-1'
-11.85	-8.68	3161	0.27	'GeoB1903-3'
-43.7	4.36	3164	0.425	'KNR110-71'
-18.58	14.17	3167	0.192	'V22-197'
-15.33	-46.51	3175	-0.82	'PS2499-5'
11.2	-22.33	3204	-0.1344	'RC13-228'
7.24	-24.69	3210	0.225	'GeoB1214-1'
-14.71	-30.81	3213	0.55	'GeoB3808-6'
-12.43	-1.67	3225	-0.159	'GeoB1105-4'
-29.25	35.27	3225	0.1	'CH74-227'
-44.26	5.31	3288	0.3	'EW9209-3JPC'
-14.04	-24.14	3291	0.59	'GeoB5115-2'
-21.72	5.39	3291	0.31	'GIK16457-1'
-41.62	3.82	3291	0.31	'GeoB1523-1'
-20.16	19	3300	0.23	'BOFS31/1K'
-19.93	19.37	3314	NaN	'GIK12329-2'
-18.93	19.37	3320	0.19	'GIK12329-6'
-44.48	5.46	3326	0.3067	'ODP927'
-24.53	44.71	3331	0.575	'V29-179'
-26.73	55.26	3331	0.45	'GIK17049-6'
-45.23	-28.58	3353	NaN	'KNR159-120GGC'
-37.07	30.43	3375	0.47	'T86-15P'
-10.35	40.58	3381	0.1408	'MD95-2039'
-38.37	-30.85	3384	0.22	'CHN115-90'
-1.33	-31.9	3385	0.42	'GeoB2016-1'
-57.53	10.05	3410	0.1	'CH75-03'
-21.71	5.26	3428	0.55	'EN066-44'
-74.47	30.73	3433	NaN	'KNR140-30GGC'
-38.34	-30.85	3435	0.04	'GeoB2819-1'
-29.66	-31.66	3436	-0.09	'GeoB1312-2'
-22	40	3485	0.82	'CH72-02'
-12.02	-24.18	3486	0.55	'GeoB5121-2'
12.02	-25.25	3506	-0.21	'GeoB3722-2'
-22.06	5.34	3518	0.02	'GIK16458-2'
-21.9	6.64	3527	0.4	'EN066-10'
-44.47	5.64	3528	0.1	'EW9209-2JPC'
-43.38	4.56	3547	0.3933	'KNR110-66'
-21.86	50.69	3547	0.5	'BOFS5K'
