55000	0.01014	0.38798	2.24107	314.69341
54999	0.01088	0.38818	1.80684	340.08872
54998	0.01177	0.38851	1.40155	363.70831
54997	0.0128	0.38896	1.00045	21.7367
54996	0.01387	0.38954	0.61989	43.70046
54995	0.01502	0.39023	0.25245	64.80916
54994	0.01622	0.39102	6.17568	85.41291
54993	0.01749	0.39189	5.82908	105.21451
54992	0.0187	0.3928	5.4816	125.07766
54991	0.01999	0.39373	5.14595	144.3153
54990	0.0213	0.39466	4.8097	163.6852
54989	0.02257	0.39556	4.47266	183.23803
54988	0.02386	0.39638	4.14107	202.62258
54987	0.02514	0.39712	3.80753	222.27565
54986	0.02647	0.39771	3.47232	242.16308
54985	0.0277	0.39817	3.14155	261.88739
54984	0.02898	0.39848	2.80819	281.81333
54983	0.03027	0.39861	2.47911	301.47069
54982	0.03147	0.39856	2.15072	321.00782
54981	0.03271	0.39833	1.82731	340.11932
54980	0.03393	0.39793	1.50821	358.80296
54979	0.03508	0.39737	1.19062	11.95476
54978	0.0363	0.39665	0.8803	29.72996
54977	0.03736	0.39579	0.57198	47.20065
54976	0.03852	0.39482	0.26657	64.36471
54975	0.03956	0.39377	6.24593	81.34431
54974	0.04055	0.39266	5.94273	98.26104
54973	0.0416	0.39155	5.63938	115.22544
54972	0.0425	0.39047	5.33274	132.49124
54971	0.04338	0.38946	5.02315	150.10119
54970	0.04427	0.38858	4.71182	168.03429
54969	0.04505	0.38782	4.3925	186.69245
54968	0.0458	0.38724	4.07095	205.74304
54967	0.04651	0.38687	3.74473	225.3057
54966	0.04717	0.38671	3.41512	245.25265
54965	0.04781	0.38678	3.08459	265.35479
54964	0.04829	0.38707	2.75397	285.46696
54963	0.04886	0.38756	2.42612	305.32147
54962	0.04932	0.38826	2.10114	324.82424
54961	0.04969	0.38912	1.78237	343.71365
54960	0.0501	0.39015	1.4688	362.02583
54959	0.0504	0.39129	1.16146	14.45114
54958	0.05069	0.39251	0.85858	31.60499
54957	0.05088	0.39377	0.56199	48.18947
54956	0.05106	0.39502	0.26867	64.4445
54955	0.05119	0.39622	6.25879	80.60941
54954	0.05122	0.39732	5.96982	96.55191
54953	0.05126	0.39832	5.67856	112.69998
54952	0.05124	0.39917	5.38597	129.07246
54951	0.05111	0.39982	5.09086	145.80042
54950	0.05102	0.40027	4.79193	162.99129
54949	0.05084	0.40052	4.48975	180.64219
54948	0.05058	0.40054	4.18241	198.86207
54947	0.05034	0.40035	3.8714	217.52854
54946	0.04997	0.39997	3.55922	236.44368
54945	0.04966	0.39937	3.24235	255.74138
54944	0.04919	0.39862	2.9279	274.90604
54943	0.04873	0.39772	2.61347	293.99717
54942	0.04829	0.39668	2.30069	312.84156
54941	0.04772	0.39558	1.99281	331.18161
54940	0.04713	0.39439	1.68769	349.11794
54939	0.0466	0.39317	1.38858	1.21757
54938	0.04592	0.39197	1.09072	18.24248
54937	0.04526	0.3908	0.79828	34.76086
54936	0.04457	0.3897	0.5085	50.97987
54935	0.04382	0.38871	0.21785	67.15794
54934	0.04304	0.38784	6.21293	83.1712
54933	0.04222	0.3871	5.92414	99.26507
54932	0.0414	0.38652	5.63216	115.63849
54931	0.04052	0.3861	5.34053	132.14384
54930	0.03959	0.38584	5.04335	149.15268
54929	0.0387	0.38573	4.74637	166.35009
54928	0.03775	0.38579	4.44432	184.04648
54927	0.03671	0.38599	4.14045	202.03613
54926	0.03578	0.38632	3.83647	220.16934
54925	0.03472	0.38679	3.52988	238.55622
54924	0.0337	0.38739	3.22483	256.88486
54923	0.03261	0.38808	2.92231	275.04124
