57930	0.020588	0.405101	3.192341	3.192341
57929	0.020354	0.405602	3.494064	3.494064
57928	0.020078	0.406039	3.795771	3.795771
57927	0.019799	0.406404	4.102464	4.102464
57926	0.019438	0.406686	4.402961	4.402961
57925	0.019085	0.406881	4.708817	4.708817
57924	0.018735	0.406989	5.013562	5.013562
57923	0.018257	0.407009	5.319296	5.319296
57922	0.017837	0.406946	5.625042	5.625042
57921	0.017404	0.406803	5.931831	5.931831
57920	0.016841	0.406586	6.241003	6.241003
57919	0.016378	0.406302	0.266244	0.266244
57918	0.015815	0.405958	0.573878	0.573878
57917	0.01528	0.405562	0.888698	0.888698
57916	0.014696	0.405123	1.197563	1.197563
57915	0.014098	0.40465	1.510223	1.510223
57914	0.01352	0.404151	1.82561	1.82561
57913	0.012883	0.403635	2.138888	2.138888
57912	0.01221	0.403113	2.457763	2.457763
57911	0.011626	0.402592	2.772597	2.772597
57910	0.010909	0.402081	3.097295	3.097295
57909	0.010251	0.401588	3.419892	3.419892
57908	0.009585	0.401123	3.741686	3.741686
57907	0.008913	0.400694	4.075964	4.075964
57906	0.008222	0.400312	4.411939	4.411939
57905	0.007523	0.399985	4.742102	4.742102
57904	0.006901	0.399726	5.097954	5.097954
57903	0.006204	0.399543	5.448705	5.448705
57902	0.005551	0.399449	5.817963	5.817963
57901	0.00496	0.399451	6.20144	6.20144
57900	0.004382	0.399557	0.31946	0.31946
57899	0.003857	0.399775	0.765147	0.765147
57898	0.003439	0.400108	1.212357	1.212357
57897	0.00313	0.400554	1.722658	1.722658
57896	0.00298	0.401114	2.253797	2.253797
57895	0.00293	0.401779	2.786554	2.786554
57894	0.003088	0.402541	3.315413	3.315413
57893	0.003366	0.403385	3.794041	3.794041
57892	0.003721	0.404293	4.273501	4.273501
57891	0.004134	0.405243	4.685529	4.685529
57890	0.004597	0.406213	5.08212	5.08212
57889	0.005121	0.407176	5.467324	5.467324
57888	0.0056	0.408105	5.821751	5.821751
57887	0.006081	0.408972	6.173343	6.173343
57886	0.006655	0.409749	0.223136	0.223136
57885	0.007093	0.410412	0.55852	0.55852
57884	0.00761	0.410936	0.880421	0.880421
57883	0.008091	0.4113	1.196002	1.196002
57882	0.008556	0.411489	1.512051	1.512051
57881	0.00904	0.411487	1.824954	1.824954
57880	0.00943	0.411288	2.125082	2.125082
57879	0.009929	0.41089	2.43441	2.43441
57878	0.010321	0.410295	2.734527	2.734527
57877	0.010692	0.409515	3.033933	3.033933
57876	0.011129	0.408567	3.331761	3.331761
57875	0.011487	0.407472	3.629522	3.629522
57874	0.011809	0.406259	3.927066	3.927066
57873	0.012206	0.40496	4.220033	4.220033
57872	0.012506	0.403608	4.516494	4.516494
57871	0.012856	0.402244	4.813755	4.813755
57870	0.013149	0.400907	5.104226	5.104226
57869	0.013484	0.399635	5.401106	5.401106
57868	0.013791	0.398468	5.696475	5.696475
57867	0.014083	0.397443	5.987965	5.987965
57866	0.014376	0.39659	0.001597	0.001597
57865	0.014725	0.39594	0.29262	0.29262
57864	0.014964	0.395512	0.589737	0.589737
57863	0.015285	0.395317	0.87971	0.87971
57862	0.015605	0.395364	1.172881	1.172881
57861	0.015847	0.395649	1.467451	1.467451
57860	0.016169	0.39616	1.756445	1.756445
57859	0.016431	0.396882	2.046972	2.046972
57858	0.01673	0.397788	2.340801	2.340801
57857	0.016973	0.398847	2.62774	2.62774
57856	0.017242	0.400028	2.917066	2.917066
57855	0.017546	0.401291	3.2079	3.2079
57854	0.017754	0.402595	3.494339	3.494339
57853	0.018016	0.403906	3.783344	3.783344
57852	0.018303	0.405183	4.068853	4.068853
57851	0.018502	0.406388	4.357264	4.357264
57850	0.018747	0.407496	4.64315	4.64315
57849	0.018992	0.408475	4.926967	4.926967
57848	0.019175	0.409303	5.21551	5.21551
57847	0.019411	0.409968	5.4998	5.4998
57846	0.019552	0.410458	5.784024	5.784024
57845	0.019796	0.410767	6.071754	6.071754
57844	0.019917	0.4109	0.074171	0.074171
57843	0.020065	0.41086	0.358714	0.358714
57842	0.020262	0.410659	0.647266	0.647266
57841	0.020341	0.410312	0.931764	0.931764
57840	0.020467	0.409835	1.221163	1.221163
57839	0.020581	0.40925	1.505438	1.505438
57838	0.020647	0.408582	1.794638	1.794638
57837	0.020701	0.40785	2.082991	2.082991
57836	0.02074	0.40708	2.368572	2.368572
57835	0.020756	0.406294	2.658426	2.658426
57834	0.020758	0.405512	2.94736	2.94736
57833	0.020679	0.404751	3.233755	3.233755
57832	0.020672	0.404029	3.523953	3.523953
57831	0.020578	0.403357	3.811516	3.811516
57830	0.020437	0.402745	4.100638	4.100638
57829	0.020339	0.402201	4.387142	4.387142
57828	0.020205	0.40173	4.675376	4.675376
57827	0.019957	0.401336	4.963522	4.963522
57826	0.019835	0.401019	5.247141	5.247141
57825	0.019574	0.400776	5.534142	5.534142
57824	0.019356	0.400607	5.818497	5.818497
57823	0.019096	0.400506	6.100234	6.100234
57822	0.018822	0.400469	0.098105	0.098105
57821	0.018575	0.400487	0.379692	0.379692
57820	0.018237	0.400558	0.654865	0.654865
57819	0.017954	0.400675	0.932143	0.932143
57818	0.017683	0.400832	1.204532	1.204532
57817	0.017325	0.401029	1.476493	1.476493
57816	0.017039	0.40126	1.744475	1.744475
57815	0.016775	0.401521	2.009025	2.009025
57814	0.016438	0.401812	2.274946	2.274946
57813	0.016203	0.402131	2.532989	2.532989
57812	0.015941	0.402472	2.789722	2.789722
57811	0.015725	0.402836	3.047346	3.047346
57810	0.015525	0.403217	3.297264	3.297264
57809	0.015356	0.40361	3.545691	3.545691
57808	0.015286	0.404011	3.797569	3.797569
57807	0.015167	0.404414	4.039471	4.039471
57806	0.015164	0.404807	4.286147	4.286147
57805	0.015227	0.405183	4.529585	4.529585
57804	0.015302	0.405535	4.773193	4.773193
57803	0.015415	0.40585	5.017756	5.017756
57802	0.015695	0.406121	5.259017	5.259017
57801	0.015884	0.406339	5.507931	5.507931
57800	0.016223	0.406498	5.753039	5.753039
57799	0.016583	0.406593	5.999849	5.999849
57798	0.016977	0.406619	6.253586	6.253586
57797	0.017422	0.406572	0.222488	0.222488
57796	0.017899	0.406457	0.4758	0.4758
57795	0.018429	0.406274	0.737843	0.737843
57794	0.018973	0.406025	0.996113	0.996113
57793	0.019513	0.405721	1.260133	1.260133
57792	0.020169	0.405371	1.525995	1.525995
57791	0.020735	0.404986	1.793868	1.793868
57790	0.021354	0.404585	2.064584	2.064584
57789	0.022016	0.404181	2.336572	2.336572
57788	0.022618	0.403794	2.610748	2.610748
57787	0.023257	0.40344	2.889716	2.889716
57786	0.023879	0.403137	3.164607	3.164607
57785	0.024521	0.402898	3.447426	3.447426
57784	0.025129	0.402736	3.728943	3.728943
57783	0.025726	0.402658	4.010517	4.010517
57782	0.026353	0.402669	4.295657	4.295657
57781	0.026954	0.402771	4.581026	4.581026
57780	0.027472	0.402958	4.865913	4.865913
57779	0.02811	0.403225	5.152656	5.152656
57778	0.02862	0.403559	5.439517	5.439517
57777	0.029136	0.403945	5.726641	5.726641
57776	0.029672	0.404367	6.01368	6.01368
57775	0.030158	0.404803	0.017127	0.017127
57774	0.030619	0.405232	0.306198	0.306198
57773	0.031069	0.405631	0.591379	0.591379
57772	0.03151	0.405979	0.878988	0.878988
57771	0.031921	0.406256	1.166706	1.166706
57770	0.032298	0.406445	1.451952	1.451952
57769	0.032655	0.406531	1.739077	1.739077
57768	0.033058	0.406504	2.025061	2.025061
57767	0.033312	0.406359	2.311501	2.311501
57766	0.033647	0.406093	2.597044	2.597044
57765	0.033968	0.405711	2.88322	2.88322
57764	0.034171	0.405223	3.169642	3.169642
57763	0.034476	0.40464	3.455762	3.455762
57762	0.034692	0.403984	3.740947	3.740947
57761	0.034927	0.403278	4.029346	4.029346
57760	0.035134	0.402545	4.314516	4.314516
57759	0.035327	0.401817	4.601516	4.601516
57758	0.035549	0.401121	4.889589	4.889589
57757	0.035722	0.400484	5.176167	5.176167
57756	0.035859	0.399937	5.464232	5.464232
57755	0.03613	0.399502	5.751618	5.751618
57754	0.036227	0.399199	6.040327	6.040327
57753	0.036423	0.39905	0.045008	0.045008
57752	0.03663	0.399063	0.33186	0.33186
57751	0.036783	0.399244	0.620888	0.620888
57750	0.036961	0.399594	0.907988	0.907988
57749	0.03714	0.400104	1.193461	1.193461
57748	0.037309	0.40076	1.482307	1.482307
57747	0.037479	0.401545	1.767034	1.767034
57746	0.037608	0.402431	2.053141	2.053141
57745	0.037817	0.40339	2.338859	2.338859
57744	0.037946	0.404392	2.623675	2.623675
57743	0.038083	0.405401	2.908174	2.908174
57742	0.038278	0.406387	3.192256	3.192256
57741	0.038397	0.407318	3.475551	3.475551
57740	0.03855	0.408162	3.760189	3.760189
57739	0.038677	0.408896	4.041391	4.041391
57738	0.038834	0.409497	4.325551	4.325551
57737	0.038935	0.409943	4.6088	4.6088
57736	0.039059	0.410227	4.890316	4.890316
57735	0.039174	0.410339	5.174551	5.174551
57734	0.039298	0.410278	5.45761	5.45761
57733	0.039348	0.41005	5.741093	5.741093
57732	0.039471	0.409666	6.024787	6.024787
57731	0.039558	0.40914	0.026404	0.026404
57730	0.039565	0.408495	0.311187	0.311187
57729	0.039669	0.407751	0.596233	0.596233
57728	0.039677	0.406934	0.881962	0.881962
57727	0.039688	0.406072	1.169226	1.169226
57726	0.039684	0.40519	1.455512	1.455512
57725	0.039657	0.404314	1.74245	1.74245
57724	0.039623	0.40347	2.032211	2.032211
57723	0.039528	0.402676	2.319005	2.319005
57722	0.039436	0.401954	2.608507	2.608507
57721	0.039366	0.401319	2.897772	2.897772
57720	0.039169	0.400781	3.18707	3.18707
57719	0.039023	0.400349	3.476248	3.476248
57718	0.038886	0.400028	3.765702	3.765702
57717	0.038593	0.399814	4.055151	4.055151
57716	0.038426	0.399705	4.344275	4.344275
57715	0.03813	0.399693	4.631766	4.631766
57714	0.037859	0.39977	4.921445	4.921445
57713	0.03755	0.399923	5.208369	5.208369
57712	0.037203	0.400142	5.494811	5.494811
57711	0.036892	0.400413	5.782494	5.782494
57710	0.036513	0.400724	6.067022	6.067022
57709	0.036097	0.401064	0.068988	0.068988
57708	0.035787	0.401423	0.352309	0.352309
57707	0.03531	0.401792	0.635478	0.635478
57706	0.034907	0.402166	0.917351	0.917351
57705	0.034513	0.402541	1.196824	1.196824
57704	0.034063	0.402915	1.477522	1.477522
57703	0.033617	0.403289	1.756244	1.756244
57702	0.033208	0.403663	2.031245	2.031245
57701	0.032772	0.40404	2.309982	2.309982
57700	0.032354	0.40442	2.583226	2.583226
57699	0.031924	0.404805	2.857102	2.857102
57698	0.031551	0.405194	3.129805	3.129805
57697	0.031179	0.405585	3.401098	3.401098
