  1  3.1442652  1.2020140
  1  3.1406069  1.2029133
  1  3.0730448  1.2191954
  1  2.9777651  1.2225523
  1  2.9683342  1.2000723
  1  2.9115515  1.2125931
  1  2.7871418  1.2182541
  1  2.7723198  1.2381096
  1  2.6593323  1.2419119
  1  2.6187181  1.2539062
  1  2.5590487  1.2638588
  1  2.4395180  1.2570019
  1  2.4079494  1.2416630
  1  2.3165207  1.2561131
  1  2.2680159  1.2398596
  1  2.2555037  1.2647276
  1  2.2098866  1.2811127
  1  2.1509867  1.2746859
  1  2.0722609  1.2834063
  1  2.0006571  1.2766953
  1  1.9346352  1.2855206
  1  1.8179913  1.2662268
  1  1.8874779  1.2843304
  1  1.9269361  1.3000002
  1  1.9864140  1.3240414
  1  1.9386778  1.3389091
  1  1.8509064  1.3495102
  1  1.7679453  1.3451300
  1  1.7209797  1.3307915
  1  1.6295519  1.3236666
  1  1.5298462  1.3091364
  1  1.5125227  1.2895432
  1  1.4106989  1.2820988
  1  1.4132767  1.2640467
  1  1.4608212  1.2503119
  1  1.4352198  1.2296858
  1  1.4282904  1.2508564
  1  1.3632317  1.2561846
  1  1.3224249  1.2435942
  1  1.3087597  1.2613106
  1  1.2968264  1.2332621
  1  1.2872019  1.2076464
  1  1.3555336  1.2017384
  1  1.3767052  1.1792994
  1  1.3495665  1.1950331
  1  1.3012524  1.1995163
  1  1.3035622  1.1811266
  1  1.2573662  1.1557999
  1  1.2179070  1.1640816
  1  1.2585211  1.1716843
  1  1.2816191  1.1939735
  1  1.2683372  1.2189980
  1  1.2664137  1.2424822
  1  1.2677603  1.2601395
  1  1.2104006  1.2727880
  1  1.1699791  1.2398119
  1  1.1678629  1.2223549
  1  1.1705561  1.2007666
  1  1.1191645  1.2133322
  1  1.0619965  1.2024298
  1  1.0011721  1.1960869
  1  0.9534377  1.2040167
  1  0.9012749  1.1947508
  1  0.8383331  1.1794453
  1  0.8142728  1.1632442
  1  0.8146578  1.1835251
  1  0.7709642  1.1924181
  1  0.7388197  1.1610327
  1  0.6957036  1.1452246
  1  0.7139894  1.1248837
  1  0.6406536  1.1290894
  1  0.6562447  1.1129780
  1  0.6088939  1.1321974
  1  0.6071616  1.1496420
  1  0.5582711  1.1703396
  1  0.6562447  1.1540928
  1  0.7116796  1.1615677
  1  0.7162992  1.1802502
  1  0.6718357  1.1916361
  1  0.6258324  1.2071695
  1  0.5644305  1.2115145
  1  0.5405627  1.2287846
  1  0.4909022  1.2401848
  1  0.4356598  1.2384987
  1  0.4054399  1.2209759
  1  0.3426907  1.2177382
  1  0.3063115  1.2044287
  1  0.2772466  1.1896420
  1  0.2477968  1.1694403
  1  0.2293185  1.1498766
  1  0.2048731  1.1313000
  1  0.1979439  1.1140795
  1  0.1502082  1.1070862
  1  0.1068942  1.0828295
  1  0.0893831  1.0668974
  1  0.1334493  1.0689383
  1  0.0872664  1.0609179
  1  0.0959257  1.0457802
  1  0.1219036  1.0567694
  1  0.0997742  1.0446215
  1  0.1105502  1.0441380
  1  0.0913074  1.0378151
  1  0.1101655  1.0385981
  1  0.0953484  1.0244637
  1  0.1105502  1.0170174
  1  0.1167080  1.0188370
  1  0.1159383  1.0137682
  1  0.1336418  1.0133610
  1  0.1578878  1.0232630
  1  0.1661622  1.0312262
  1  0.1769382  1.0306330
  1  0.1807868  1.0348740
  1  0.1777079  1.0422001
  1  0.1823263  1.0393782
  1  0.1842505  1.0452986
  1  0.1859824  1.0336943
  1  0.1946417  1.0315228
  1  0.1942568  1.0209532
  1  0.2063798  1.0096846
  1  0.2056102  1.0016432
  1  0.2236984  0.9870576
  1  0.2163861  0.9813020
  1  0.2250454  0.9713806
