     0    0.01670    0.39777    1.32907    2.95030
     1    0.01716    0.39985    1.62653  350.95083
     2    0.01750    0.40187    1.92519  333.54670
     3    0.01785    0.40377    2.22397  316.04773
     4    0.01821    0.40552    2.51963  298.65387
     5    0.01845    0.40707    2.82025  280.90177
     6    0.01875    0.40836    3.11655  263.36781
     7    0.01894    0.40938    3.41121  245.92059
     8    0.01918    0.41008    3.70773  228.38020
     9    0.01932    0.41042    4.00110  211.07378
    10    0.01943    0.41042    4.28902  194.15793
    11    0.01960    0.41003    4.58066  177.10384
    12    0.01961    0.40927    4.86478  160.58856
    13    0.01965    0.40816    5.15032  144.08126
    14    0.01968    0.40669    5.43114  127.93044
    15    0.01963    0.40492    5.71264  111.81170
    16    0.01956    0.40286    5.99366   95.76887
    17    0.01949    0.40056    6.27103   79.95767
    18    0.01935    0.39808    0.26885   63.93673
    19    0.01922    0.39547    0.55016   47.87099
    20    0.01900    0.39280    0.82911   31.88605
    21    0.01884    0.39015    1.11351   15.52114
    22    0.01862    0.38760    1.39734  364.34506
    23    0.01834    0.38521    1.68285  347.74027
    24    0.01809    0.38305    1.96961  330.97977
    25    0.01787    0.38122    2.25653  314.13484
    26    0.01751    0.37973    2.54708  297.01154
    27    0.01728    0.37868    2.83065  280.26602
    28    0.01697    0.37808    3.11847  263.25177
    29    0.01665    0.37795    3.40314  246.43186
    30    0.01637    0.37833    3.68196  229.98593
    31    0.01605    0.37917    3.95908  213.68602
    32    0.01578    0.38046    4.23542  197.48777
    33    0.01545    0.38217    4.50024  182.02997
    34    0.01517    0.38425    4.76612  166.57075
    35    0.01494    0.38661    5.02525  151.56120
    36    0.01465    0.38920    5.27978  136.87277
    37    0.01442    0.39197    5.53002  122.47140
    38    0.01427    0.39479    5.77390  108.46411
    39    0.01404    0.39764    6.01861   94.43047
    40    0.01393    0.40041    6.25496   80.88301
    41    0.01382    0.40305    0.20573   67.47049
    42    0.01374    0.40551    0.44179   53.92650
    43    0.01372    0.40771    0.67142   40.73281
    44    0.01371    0.40960    0.89874   27.64613
    45    0.01379    0.41118    1.13347   14.10408
    46    0.01384    0.41239    1.35933    1.03476
    47    0.01399    0.41320    1.59039  352.86872
    48    0.01418    0.41363    1.82382  339.28445
    49    0.01439    0.41366    2.05532  325.76876
    50    0.01460    0.41328    2.29377  311.80367
    51    0.01496    0.41253    2.52832  298.03312
    52    0.01522    0.41143    2.77222  283.67493
    53    0.01557    0.41000    3.01532  269.33889
    54    0.01596    0.40828    3.25935  254.93120
    55    0.01633    0.40632    3.51120  240.05844
    56    0.01674    0.40415    3.76340  225.17479
    57    0.01716    0.40184    4.01357  210.43589
    58    0.01760    0.39941    4.27434  195.11352
    59    0.01804    0.39694    4.53011  180.14041
    60    0.01847    0.39447    4.78928  165.03456
    61    0.01898    0.39206    5.05094  149.85259
    62    0.01942    0.38975    5.31245  134.75977
    63    0.01986    0.38761    5.57481  119.68849
    64    0.02039    0.38568    5.83942  104.55001
    65    0.02082    0.38399    6.10315   89.51258
    66    0.02131    0.38257    0.08851   74.22978
    67    0.02179    0.38146    0.35335   59.16523
    68    0.02229    0.38067    0.62396   43.75491
    69    0.02278    0.38023    0.89566   28.23771
    70    0.02328    0.38012    1.16642   12.70840
    71    0.02379    0.38036    1.44227  362.03873
    72    0.02434    0.38093    1.71965  345.94043
    73    0.02481    0.38178    1.99718  329.71890
    74    0.02541    0.38294    2.27806  313.20032
    75    0.02595    0.38434    2.56076  296.47224
    76    0.02647    0.38597    2.84289  279.69858
    77    0.02708    0.38777    3.12694  262.75975
    78    0.02765    0.38972    3.40926  245.90339
    79    0.02821    0.39178    3.69351  228.94772
    80    0.02881    0.39391    3.97295  212.32697
    81    0.02940    0.39607    4.25187  195.81848
    82    0.02999    0.39820    4.53048  179.43695
    83    0.03058    0.40030    4.80239  163.57169
    84    0.03116    0.40230    5.07462  147.82026
    85    0.03180    0.40417    5.34415  132.35193
    86    0.03235    0.40588    5.61074  117.17531
    87    0.03294    0.40739    5.87554  102.19636
    88    0.03360    0.40867    6.13985   87.31599
    89    0.03411    0.40968    0.11998   72.53008
    90    0.03474    0.41045    0.38361   57.72802
    91    0.03532    0.41091    0.64685   42.90993
    92    0.03587    0.41105    0.91442   27.77111
    93    0.03645    0.41089    1.18178   12.53608
    94    0.03700    0.41042    1.45282  362.19139
    95    0.03754    0.40960    1.72938  346.12841
    96    0.03809    0.40851    2.00685  329.84639
    97    0.03855    0.40710    2.29018  313.05226
    98    0.03914    0.40543    2.57629  295.95482
    99    0.03959    0.40351    2.86622  278.51233
   100    0.04006    0.40139    3.15849  260.86353
   101    0.04056    0.39910    3.45142  243.16273
   102    0.04097    0.39672    3.74659  225.37361
   103    0.04138    0.39426    4.04104  207.72921
   104    0.04177    0.39182    4.33233  190.42181
   105    0.04212    0.38946    4.62587  173.16703
   106    0.04245    0.38723    4.91447  156.40502
   107    0.04272    0.38520    5.20164  139.93155
   108    0.04303    0.38343    5.48757  123.71364
   109    0.04325    0.38197    5.77170  107.75512
   110    0.04342    0.38088    6.05421   91.99659
   111    0.04365    0.38018    0.05416   76.25549
   112    0.04373    0.37992    0.33707   60.52029
   113    0.04384    0.38012    0.62209   44.60127
   114    0.04388    0.38075    0.90766   28.52738
   115    0.04392    0.38181    1.19604   12.12522
   116    0.04388    0.38326    1.48861  360.51745
   117    0.04381    0.38508    1.78094  343.46490
   118    0.04372    0.38719    2.07820  325.90946
   119    0.04358    0.38954    2.37666  308.09097
   120    0.04337    0.39205    2.67519  290.11950
   121    0.04315    0.39466    2.97454  272.00858
   122    0.04292    0.39729    3.27208  253.97832
   123    0.04255    0.39985    3.56759  236.10983
   124    0.04224    0.40228    3.85890  218.58692
   125    0.04186    0.40454    4.14590  201.46299
   126    0.04141    0.40651    4.42950  184.71398
   127    0.04099    0.40819    4.70713  168.49820
   128    0.04049    0.40951    4.97949  152.77169
   129    0.04000    0.41046    5.25062  137.28108
   130    0.03945    0.41101    5.51475  122.32875
   131    0.03888    0.41112    5.77821  107.51646
   132    0.03835    0.41083    6.03928   92.89963
   133    0.03772    0.41011    0.01580   78.38126
   134    0.03708    0.40903    0.27536   63.84944
   135    0.03656    0.40757    0.53467   49.27614
   136    0.03583    0.40580    0.79662   34.45604
   137    0.03525    0.40375    1.05858   19.52415
   138    0.03462    0.40150    1.32249    4.34403
   139    0.03397    0.39912    1.59014  354.04499
   140    0.03337    0.39664    1.85821  338.34344
   141    0.03274    0.39415    2.12773  322.42925
   142    0.03216    0.39173    2.40111  306.18303
   143    0.03158    0.38945    2.67267  289.96695
   144    0.03098    0.38735    2.94599  273.60281
   145    0.03052    0.38552    3.21862  257.27167
   146    0.02997    0.38401    3.49018  241.03081
   147    0.02952    0.38283    3.75986  224.95646
   148    0.02914    0.38205    4.02694  209.11451
   149    0.02876    0.38168    4.29123  193.53578
   150    0.02844    0.38173    4.55439  178.12851
   151    0.02820    0.38218    4.80959  163.29231
   152    0.02800    0.38302    5.06753  148.40055
   153    0.02785    0.38423    5.31900  133.97769
   154    0.02778    0.38573    5.56760  119.79709
   155    0.02776    0.38748    5.81666  105.65387
   156    0.02783    0.38945    6.06175   91.77938
   157    0.02789    0.39153    0.02275   77.97976
   158    0.02811    0.39369    0.26690   64.18391
   159    0.02833    0.39585    0.51037   50.40642
   160    0.02857    0.39798    0.75473   36.53664
   161    0.02893    0.40000    0.99903   22.61155
   162    0.02930    0.40188    1.24556    8.47823
   163    0.02968    0.40359    1.49542  359.29780
