      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
   5220.00   4460.00   4380.00   3740.00   4620.00   4780.00   5630.00   2030.00   5490.00   2010.00   5010.00   5440.00   3600.00   3510.00   2700.00   4010.00   4340.00   4730.00
   4400.00   4410.00   4020.00   3580.00   1010.00   3140.00   4870.00   3110.00   4210.00   5900.00   3500.00   3020.00   5010.00   4430.00   2780.00   5420.00   4300.00   5010.00
   5350.00   4430.00   5680.00   5010.00   4310.00   4660.00   4020.00   5010.00   2760.00   4080.00   3120.00   5150.00   4760.00   4050.00   5310.00   3810.00   5110.00   5120.00
   3240.00   5570.00   4040.00   3660.00   2610.00   4830.00   3000.00   4520.00   1030.00   3990.00   1830.00   5640.00   5110.00   5350.00   5090.00   2870.00   3990.00   3500.00
   4160.00   5060.00   3490.00   5140.00   2990.00   3120.00   3520.00   3610.00   4220.00   2520.00   4860.00   5350.00   4630.00   5320.00   4010.00   4620.00   4060.00   3990.00
   3610.00   4110.00   4430.00   4660.00   5550.00   4450.00   5020.00   3610.00   3540.00   4940.00   5950.00   3380.00   1300.00   4000.00   4620.00   1750.00   2910.00   4470.00
   5200.00   3870.00   5180.00   4740.00   5210.00   5180.00   4970.00   4340.00   4490.00   2700.00   4840.00   4810.00   4090.00   3460.00   2590.00   4610.00   4790.00   4010.00
   4320.00   4990.00   2920.00   4200.00   3590.00   4530.00   3610.00   3660.00   4810.00   5470.00   3990.00   4390.00   1970.00   4690.00   3710.00   4400.00   4970.00   4360.00
   4000.00   4440.00   5440.00   1580.00   5060.00   5430.00   4160.00   5180.00   5930.00   4150.00   3950.00   4560.00   4080.00   5450.00   4280.00   5440.00   4970.00   5130.00
   5670.00   2880.00   5570.00   4390.00   4000.00   4620.00   4440.00   3320.00   3220.00   4800.00   4990.00   4570.00   5170.00   3520.00   5550.00   5420.00   2140.00   4040.00
   3000.00   4590.00   4620.00   4820.00   5440.00   3890.00   2240.00   4160.00   3800.00   2370.00   4060.00   2520.00   2330.00   4840.00   2120.00   3220.00   4210.00   3190.00
   3700.00   2900.00   4080.00   3770.00   5700.00   3490.00   5130.00   4110.00   4200.00   4800.00   3680.00   1980.00   4160.00   4950.00   5760.00   3500.00   5890.00   4920.00
