-START-OF-DATA-
0.0	2.834
6155.9	2.834
32435.7	2.803
42678.7	1.804
60810.2	0.769
78192.6	-0.609
120381.6	1.557
125652.3	0.960
130044.9	1.644
134437.6	0.996
139708.3	1.304
147405.2	1.958
154052.7	1.582
158526.1	1.711
163671.2	1.604
167653.1	1.662
174331.9	2.224
180885.8	1.399
197925.9	2.137
222830.6	2.406
247735.4	2.407
272640.1	2.748
297544.8	2.504
326381.9	2.829
351286.7	2.447
381434.5	2.675
407650.0	2.472
431244.0	2.467
443696.4	2.662
469256.5	2.752
529552.2	2.696
549213.8	2.352
583294.0	1.929
9999999.9   1.929
-END-OF-DATA-

SHEET: unsmoothed_FE
XLS: DATA.summary.141214.xls
